id,dispatch_time,incident_type,priority_number,units_arrived_at_scene
28054,2023-07-15 20:52,Motor Vehicle Accident,12,3
28055,2023-12-04 23:23,Medical,5,1
28056,2023-09-22 15:41,Motor Vehicle Accident,14,7
28057,2023-01-25 14:24,Medical,9,2
28058,2023-12-31 01:17,Medical,5,5
28059,2023-10-22 21:27,Fire,9,9
28060,2023-03-10 02:09,Medical,1,4
28061,2023-09-06 17:06,Motor Vehicle Accident,5,6
28062,2023-09-17 16:42,Motor Vehicle Accident,5,9
28063,2023-12-21 12:00,Medical,12,11
28064,2023-01-10 08:08,Medical,9,9
28065,2023-01-12 21:23,Medical,14,5
28066,2023-02-12 12:29,Emergency Transfer,3,1
28067,2023-04-14 21:23,Fire,1,3
28068,2023-06-22 20:26,Emergency Transfer,4,1
28069,2023-10-18 11:27,Other,13,3
28070,2023-08-01 02:35,Fire,5,3
28071,2023-10-24 07:17,Emergency Transfer,13,9
28072,2023-01-28 21:48,Motor Vehicle Accident,3,8
28073,2023-10-18 00:33,Motor Vehicle Accident,14,11
28074,2023-12-22 22:46,Fire,11,6
28075,2023-04-19 10:51,Motor Vehicle Accident,4,4
28076,2023-06-23 07:26,Motor Vehicle Accident,5,9
28077,2023-04-09 09:28,Other,3,13
28078,2023-09-01 21:06,Motor Vehicle Accident,3,9
28079,2023-10-23 21:06,Other,5,10
28080,2023-06-30 13:17,Motor Vehicle Accident,3,7
28081,2023-02-28 19:31,Motor Vehicle Accident,4,11
28082,2023-12-31 07:15,Fire,4,13
28083,2023-03-18 09:46,Other,3,4
28084,2023-10-13 19:30,Other,4,2
28085,2023-06-26 23:10,Medical,5,9
28086,2023-07-18 08:03,Medical,4,8
28087,2023-01-12 18:25,Other,1,3
28088,2023-08-16 00:30,Motor Vehicle Accident,1,7
28089,2023-01-21 08:05,Medical,3,3
28090,2023-09-22 06:09,Airport Standby,4,9
28091,2023-09-13 07:16,Other,5,4
28092,2023-07-12 15:40,Emergency Transfer,11,3
28093,2023-01-09 14:38,Medical,4,7
28094,2023-05-16 11:31,Fire,4,2
28095,2023-10-09 09:10,Fire,3,7
28096,2023-11-18 17:03,Fire,9,1
28097,2023-02-06 11:13,Motor Vehicle Accident,3,3
28098,2023-02-05 07:43,Motor Vehicle Accident,4,3
28099,2023-12-26 03:37,Airport Standby,4,9
28100,2023-08-11 12:55,Medical,5,10
28101,2023-03-08 16:05,Other,4,3
28102,2023-03-18 15:34,Other,1,2
28103,2023-08-29 23:52,Fire,1,9
28104,2023-07-03 01:21,Emergency Transfer,9,6
28105,2023-07-27 16:28,Motor Vehicle Accident,3,4
28106,2023-03-01 23:47,Medical,4,1
28107,2023-12-12 21:08,Motor Vehicle Accident,4,8
28108,2023-10-31 23:55,Medical,5,7
28109,2023-06-02 11:42,Medical,5,5
28110,2023-11-21 07:20,Medical,4,6
28111,2023-05-08 17:11,Motor Vehicle Accident,12,7
28112,2023-09-03 05:56,Medical,5,7
28113,2023-09-14 02:35,Medical,5,8
28114,2023-01-21 23:01,Other,3,2
28115,2023-02-03 01:26,Other,3,2
28116,2023-01-04 01:46,Motor Vehicle Accident,5,3
28117,2023-05-02 17:45,Emergency Transfer,4,5
28118,2023-11-06 21:24,Medical,1,4
28119,2023-05-07 06:39,Motor Vehicle Accident,3,5
28120,2023-09-08 19:02,Other,5,6
28121,2023-04-20 22:52,Fire,4,4
28122,2023-11-26 13:32,Motor Vehicle Accident,3,4
28123,2023-05-18 20:25,Motor Vehicle Accident,3,12
28124,2023-04-14 07:52,Other,4,5
28125,2023-10-15 15:19,Medical,3,4
28126,2023-07-05 08:20,Other,3,7
28127,2023-01-27 07:24,Medical,11,6
28128,2023-12-08 05:15,Medical,5,6
28129,2023-08-03 18:41,Medical,5,8
28130,2023-07-25 10:03,Medical,4,9
28131,2023-11-14 16:14,Medical,4,7
28132,2023-08-13 14:41,Other,1,3
28133,2023-12-27 22:34,Motor Vehicle Accident,13,6
28134,2023-12-13 17:50,Medical,9,3
28135,2023-07-12 04:23,Motor Vehicle Accident,3,5
28136,2023-05-15 12:57,Fire,11,4
28137,2023-04-09 07:16,Fire,4,5
28138,2023-12-13 03:43,Other,9,7
28139,2023-04-13 22:23,Medical,4,3
28140,2023-04-03 03:22,Emergency Transfer,1,13
28141,2023-12-07 19:17,Fire,4,2
28142,2023-08-14 02:18,Emergency Transfer,13,10
28143,2023-01-05 07:19,Motor Vehicle Accident,13,6
28144,2023-01-19 11:38,Motor Vehicle Accident,4,10
28145,2023-10-14 21:04,Medical,4,2
28146,2023-01-24 05:06,Fire,1,10
28147,2023-03-25 15:49,Emergency Transfer,3,3
28148,2023-02-27 23:13,Emergency Transfer,13,8
28149,2023-12-25 13:54,Other,5,7
28150,2023-12-16 02:17,Airport Standby,14,3
28151,2023-04-06 07:48,Motor Vehicle Accident,1,1
28152,2023-12-27 17:52,Motor Vehicle Accident,9,5
28153,2023-06-27 23:26,Motor Vehicle Accident,3,6
28154,2023-06-10 00:33,Emergency Transfer,9,6
28155,2023-11-20 03:17,Medical,3,5
28156,2023-01-11 22:10,Other,4,9
28157,2023-11-21 21:02,Motor Vehicle Accident,4,10
28158,2023-10-14 14:10,Medical,4,8
28159,2023-05-21 13:13,Other,9,11
28160,2023-03-23 13:58,Medical,4,1
28161,2023-05-03 10:40,Other,4,0
28162,2023-08-15 23:30,Motor Vehicle Accident,1,3
28163,2023-02-13 03:53,Emergency Transfer,5,1
28164,2023-11-05 23:17,Other,14,6
28165,2023-04-28 06:09,Motor Vehicle Accident,1,6
28166,2023-09-04 21:48,Medical,4,5
28167,2023-11-25 11:56,Other,4,4
28168,2023-01-12 16:41,Medical,9,11
28169,2023-01-11 15:02,Motor Vehicle Accident,1,1
28170,2023-03-29 02:11,Medical,5,6
28171,2023-02-13 16:45,Medical,5,7
28172,2023-09-15 13:57,Other,3,10
28173,2023-06-22 06:26,Fire,5,4
28174,2023-09-30 07:17,Medical,4,4
28175,2023-07-01 23:48,Medical,3,10
28176,2023-02-18 17:09,Other,1,5
28177,2023-06-06 18:47,Other,4,9
28178,2023-06-17 09:38,Medical,4,8
28179,2023-06-07 00:30,Other,4,5
28180,2023-02-16 16:53,Motor Vehicle Accident,4,9
28181,2023-01-05 08:56,Motor Vehicle Accident,1,2
28182,2023-03-20 12:05,Motor Vehicle Accident,9,4
28183,2023-08-18 17:46,Fire,12,8
28184,2023-01-28 23:40,Medical,3,6
28185,2023-07-12 16:33,Motor Vehicle Accident,4,3
28186,2023-11-05 18:12,Airport Standby,5,5
28187,2023-04-11 05:00,Motor Vehicle Accident,5,2
28188,2023-05-21 21:19,Other,1,9
28189,2023-02-26 16:18,Medical,3,4
28190,2023-10-13 11:58,Fire,1,9
28191,2023-12-11 23:27,Motor Vehicle Accident,12,7
28192,2023-09-19 09:49,Other,1,7
28193,2023-09-22 12:35,Motor Vehicle Accident,13,2
28194,2023-05-27 14:55,Medical,1,4
28195,2023-06-02 08:25,Medical,3,3
28196,2023-11-25 13:35,Other,5,9
28197,2023-12-29 15:56,Medical,4,3
28198,2023-09-01 13:29,Medical,5,7
28199,2023-12-16 18:57,Other,4,2
28200,2023-10-04 03:12,Medical,11,4
28201,2023-05-29 07:36,Medical,4,5
28202,2023-03-07 19:13,Other,1,4
28203,2023-03-20 09:59,Other,13,2
28204,2023-12-21 04:45,Motor Vehicle Accident,3,5
28205,2023-11-02 08:03,Motor Vehicle Accident,5,6
28206,2023-01-02 19:46,Medical,5,1
28207,2023-08-23 02:53,Other,11,6
28208,2023-06-05 22:59,Fire,3,9
28209,2023-10-03 00:27,Emergency Transfer,4,6
28210,2023-04-10 03:57,Motor Vehicle Accident,3,4
28211,2023-10-24 21:36,Medical,9,1
28212,2023-01-14 14:07,Fire,1,5
28213,2023-05-12 04:05,Medical,4,2
28214,2023-11-13 18:38,Other,3,9
28215,2023-04-20 21:02,Motor Vehicle Accident,3,8
28216,2023-01-29 00:42,Motor Vehicle Accident,5,5
28217,2023-07-17 16:47,Motor Vehicle Accident,9,7
28218,2023-03-23 23:38,Emergency Transfer,4,4
28219,2023-01-25 03:34,Motor Vehicle Accident,11,8
28220,2023-07-11 19:51,Motor Vehicle Accident,12,8
28221,2023-04-10 01:53,Airport Standby,5,2
28222,2023-09-26 19:51,Medical,4,6
28223,2023-05-27 18:28,Motor Vehicle Accident,5,5
28224,2023-06-24 13:50,Medical,5,9
28225,2023-05-20 10:45,Medical,1,2
28226,2023-07-10 06:22,Emergency Transfer,3,8
28227,2023-06-21 14:05,Medical,9,4
28228,2023-07-11 12:46,Motor Vehicle Accident,4,4
28229,2023-01-08 07:57,Fire,3,3
28230,2023-07-27 17:37,Airport Standby,4,8
28231,2023-01-01 00:29,Motor Vehicle Accident,11,7
28232,2023-11-15 21:28,Medical,4,5
28233,2023-09-14 02:27,Other,1,5
28234,2023-04-27 18:46,Motor Vehicle Accident,4,7
28235,2023-08-02 06:46,Medical,9,5
28236,2023-04-18 22:10,Airport Standby,9,6
28237,2023-12-13 02:00,Airport Standby,9,5
28238,2023-02-08 13:48,Medical,4,8
28239,2023-01-07 11:21,Motor Vehicle Accident,4,4
28240,2023-07-20 10:49,Medical,5,1
28241,2023-12-30 16:49,Motor Vehicle Accident,5,3
28242,2023-02-03 09:56,Other,14,5
28243,2023-04-18 23:46,Other,4,4
28244,2023-05-11 21:36,Emergency Transfer,5,6
28245,2023-05-08 09:14,Medical,13,13
28246,2023-04-25 02:42,Motor Vehicle Accident,3,2
28247,2023-06-21 07:46,Medical,4,7
28248,2023-09-13 21:01,Motor Vehicle Accident,5,4
28249,2023-06-21 00:56,Motor Vehicle Accident,1,2
28250,2023-09-15 10:24,Motor Vehicle Accident,13,7
28251,2023-07-16 18:10,Motor Vehicle Accident,11,6
28252,2023-05-30 09:07,Fire,3,8
28253,2023-04-11 12:23,Other,4,6
28254,2023-07-30 11:54,Motor Vehicle Accident,3,6
28255,2023-06-10 08:15,Medical,11,4
28256,2023-04-13 22:49,Airport Standby,4,2
28257,2023-12-19 05:37,Other,4,4
28258,2023-12-30 05:28,Medical,4,5
28259,2023-02-18 15:50,Motor Vehicle Accident,5,5
28260,2023-07-07 11:33,Fire,14,4
28261,2023-06-11 06:01,Medical,9,9
28262,2023-07-29 15:38,Medical,1,2
28263,2023-11-17 00:37,Medical,4,7
28264,2023-12-21 02:28,Other,9,5
28265,2023-07-18 14:35,Motor Vehicle Accident,1,4
28266,2023-07-23 02:00,Motor Vehicle Accident,4,7
28267,2023-08-11 21:16,Motor Vehicle Accident,3,7
28268,2023-05-11 19:41,Other,4,6
28269,2023-05-10 14:41,Medical,3,9
28270,2023-12-21 06:36,Motor Vehicle Accident,4,10
28271,2023-04-10 05:07,Medical,4,1
28272,2023-12-06 10:23,Fire,9,4
28273,2023-07-14 18:31,Motor Vehicle Accident,5,10
28274,2023-07-19 18:04,Medical,4,4
28275,2023-07-29 12:11,Motor Vehicle Accident,1,4
28276,2023-10-22 09:02,Other,3,2
28277,2023-01-30 02:16,Motor Vehicle Accident,3,1
28278,2023-08-04 09:56,Motor Vehicle Accident,12,6
28279,2023-11-02 08:19,Motor Vehicle Accident,5,11
28280,2023-09-16 05:51,Other,4,7
28281,2023-06-21 15:06,Medical,4,10
28282,2023-05-15 01:54,Motor Vehicle Accident,5,6
28283,2023-01-14 15:35,Emergency Transfer,9,9
28284,2023-09-04 06:41,Motor Vehicle Accident,3,6
28285,2023-12-27 17:31,Medical,4,10
28286,2023-04-23 15:14,Fire,5,2
28287,2023-11-06 10:57,Medical,3,1
28288,2023-09-20 03:51,Motor Vehicle Accident,5,4
28289,2023-12-05 00:36,Motor Vehicle Accident,5,5
28290,2023-03-29 13:37,Motor Vehicle Accident,3,4
28291,2023-11-18 22:02,Medical,14,2
28292,2023-01-13 02:25,Medical,1,9
28293,2023-11-28 04:04,Other,4,6
28294,2023-07-06 09:37,Medical,3,2
28295,2023-11-08 08:30,Motor Vehicle Accident,1,5
28296,2023-12-18 16:33,Other,1,3
28297,2023-11-25 02:21,Motor Vehicle Accident,1,7
28298,2023-12-11 10:34,Motor Vehicle Accident,4,2
28299,2023-01-14 15:37,Other,13,3
28300,2023-05-12 01:39,Medical,12,0
28301,2023-05-06 03:59,Motor Vehicle Accident,9,6
28302,2023-08-09 05:32,Medical,9,5
28303,2023-09-04 16:27,Medical,9,6
28304,2023-05-14 13:51,Motor Vehicle Accident,14,8
28305,2023-07-27 22:16,Airport Standby,12,6
28306,2023-11-05 11:36,Other,5,5
28307,2023-10-12 23:12,Motor Vehicle Accident,5,6
28308,2023-06-14 17:31,Other,9,7
28309,2023-10-07 11:08,Other,1,5
28310,2023-01-24 01:55,Other,3,7
28311,2023-08-07 01:40,Fire,4,5
28312,2023-04-20 14:32,Airport Standby,3,7
28313,2023-04-01 11:04,Medical,4,8
28314,2023-09-09 08:29,Motor Vehicle Accident,3,1
28315,2023-10-25 20:54,Fire,5,6
28316,2023-05-31 08:19,Fire,1,7
28317,2023-04-03 22:09,Other,3,3
28318,2023-04-28 14:23,Fire,3,7
28319,2023-10-09 23:34,Medical,1,4
28320,2023-02-18 00:34,Medical,1,0
28321,2023-10-13 01:36,Motor Vehicle Accident,9,1
28322,2023-09-02 14:08,Medical,4,6
28323,2023-04-09 08:25,Fire,1,0
28324,2023-03-05 14:39,Motor Vehicle Accident,4,7
28325,2023-08-08 00:58,Other,13,9
28326,2023-06-19 23:48,Other,3,2
28327,2023-06-18 13:07,Motor Vehicle Accident,4,6
28328,2023-03-28 18:15,Other,5,11
28329,2023-01-23 18:33,Medical,4,4
28330,2023-12-05 20:00,Medical,13,7
28331,2023-12-09 16:06,Medical,5,8
28332,2023-09-13 09:59,Motor Vehicle Accident,12,2
28333,2023-10-20 13:29,Motor Vehicle Accident,1,0
28334,2023-10-11 11:46,Medical,1,5
28335,2023-04-01 10:11,Motor Vehicle Accident,5,9
28336,2023-12-26 08:34,Medical,4,1
28337,2023-10-12 06:25,Medical,1,2
28338,2023-11-07 22:39,Emergency Transfer,5,4
28339,2023-06-02 01:46,Motor Vehicle Accident,3,3
28340,2023-10-13 10:02,Medical,3,7
28341,2023-04-30 14:54,Other,5,8
28342,2023-08-14 21:42,Medical,4,7
28343,2023-02-16 20:02,Emergency Transfer,4,7
28344,2023-11-17 01:23,Medical,12,9
28345,2023-08-15 03:12,Motor Vehicle Accident,1,3
28346,2023-01-04 02:34,Medical,9,7
28347,2023-03-12 04:41,Medical,5,0
28348,2023-04-15 16:23,Motor Vehicle Accident,9,6
28349,2023-11-30 09:25,Other,4,6
28350,2023-09-20 08:47,Other,9,11
28351,2023-09-25 14:28,Motor Vehicle Accident,11,9
28352,2023-08-27 17:37,Emergency Transfer,4,6
28353,2023-08-09 13:17,Other,9,4
28354,2023-02-19 10:59,Motor Vehicle Accident,9,8
28355,2023-09-23 19:00,Medical,4,3
28356,2023-04-13 19:35,Fire,5,8
28357,2023-11-09 04:15,Fire,12,9
28358,2023-04-23 08:45,Motor Vehicle Accident,9,4
28359,2023-06-03 22:36,Motor Vehicle Accident,13,10
28360,2023-03-09 14:10,Other,9,5
28361,2023-06-09 10:03,Other,4,6
28362,2023-09-19 02:05,Medical,4,2
28363,2023-01-31 13:15,Medical,4,3
28364,2023-09-17 23:14,Medical,4,7
28365,2023-04-16 06:46,Motor Vehicle Accident,13,2
28366,2023-11-29 06:16,Other,4,4
28367,2023-01-04 06:04,Medical,3,6
28368,2023-05-05 00:09,Motor Vehicle Accident,4,9
28369,2023-08-28 19:48,Other,4,10
28370,2023-01-14 21:21,Other,4,11
28371,2023-06-27 23:37,Medical,5,2
28372,2023-05-05 23:49,Medical,5,5
28373,2023-07-21 01:36,Motor Vehicle Accident,1,1
28374,2023-01-30 10:15,Motor Vehicle Accident,4,2
28375,2023-03-10 03:05,Medical,1,6
28376,2023-07-03 00:24,Medical,4,5
28377,2023-05-08 20:55,Motor Vehicle Accident,1,3
28378,2023-03-07 10:03,Motor Vehicle Accident,4,4
28379,2023-05-12 10:34,Motor Vehicle Accident,3,3
28380,2023-03-25 10:11,Motor Vehicle Accident,5,3
28381,2023-09-14 20:04,Airport Standby,5,6
28382,2023-03-24 10:43,Motor Vehicle Accident,3,6
28383,2023-02-02 00:41,Medical,4,4
28384,2023-07-13 15:54,Airport Standby,4,6
28385,2023-04-18 16:15,Motor Vehicle Accident,3,2
28386,2023-12-11 01:47,Fire,12,0
28387,2023-01-08 04:45,Medical,9,9
28388,2023-01-20 12:15,Medical,14,6
28389,2023-01-06 06:19,Other,4,9
28390,2023-04-10 03:00,Emergency Transfer,4,4
28391,2023-07-25 06:28,Fire,11,3
28392,2023-01-03 16:33,Motor Vehicle Accident,3,9
28393,2023-01-10 21:30,Fire,5,3
28394,2023-02-11 11:37,Motor Vehicle Accident,4,8
28395,2023-08-11 19:58,Other,4,8
28396,2023-01-31 19:30,Fire,5,2
28397,2023-07-09 11:02,Motor Vehicle Accident,3,5
28398,2023-12-01 13:47,Medical,5,1
28399,2023-09-05 01:51,Medical,9,8
28400,2023-02-04 10:40,Other,3,6
28401,2023-01-08 03:44,Medical,3,4
28402,2023-05-19 14:11,Motor Vehicle Accident,9,9
28403,2023-04-20 04:19,Motor Vehicle Accident,3,9
28404,2023-02-25 08:24,Fire,3,2
28405,2023-03-09 01:29,Medical,9,9
28406,2023-10-19 18:35,Medical,3,9
28407,2023-10-23 05:55,Medical,4,8
28408,2023-08-28 22:46,Motor Vehicle Accident,4,2
28409,2023-12-26 10:13,Emergency Transfer,4,0
28410,2023-03-12 20:07,Other,4,9
28411,2023-05-05 00:40,Motor Vehicle Accident,13,8
28412,2023-01-17 10:05,Medical,4,3
28413,2023-08-30 03:48,Medical,1,7
28414,2023-09-14 23:10,Medical,4,5
28415,2023-05-20 11:28,Fire,5,5
28416,2023-05-05 07:03,Fire,11,5
28417,2023-06-01 22:55,Motor Vehicle Accident,3,2
28418,2023-03-09 02:53,Medical,9,4
28419,2023-08-02 06:33,Motor Vehicle Accident,13,3
28420,2023-02-04 18:35,Fire,13,4
28421,2023-03-31 09:36,Motor Vehicle Accident,4,8
28422,2023-11-08 14:28,Medical,4,8
28423,2023-01-01 00:32,Emergency Transfer,9,4
28424,2023-06-20 17:34,Motor Vehicle Accident,14,5
28425,2023-01-09 10:49,Emergency Transfer,4,2
28426,2023-04-09 08:29,Medical,4,6
28427,2023-05-23 15:34,Motor Vehicle Accident,1,12
28428,2023-12-19 10:54,Other,4,4
28429,2023-12-16 04:30,Medical,4,2
28430,2023-05-17 10:55,Emergency Transfer,3,6
28431,2023-10-12 22:26,Other,4,5
28432,2023-01-14 08:56,Motor Vehicle Accident,3,7
28433,2023-01-10 20:08,Motor Vehicle Accident,4,5
28434,2023-01-31 15:53,Fire,3,9
28435,2023-10-04 21:22,Motor Vehicle Accident,14,11
28436,2023-01-19 14:25,Motor Vehicle Accident,4,5
28437,2023-04-24 02:07,Fire,11,5
28438,2023-12-25 09:47,Medical,9,5
28439,2023-08-21 11:22,Medical,11,5
28440,2023-02-27 22:08,Medical,1,11
28441,2023-10-20 13:28,Airport Standby,5,6
28442,2023-06-09 15:52,Airport Standby,9,4
28443,2023-10-22 22:25,Fire,4,6
28444,2023-05-26 09:14,Medical,1,1
28445,2023-10-21 13:54,Medical,5,4
28446,2023-12-25 14:38,Medical,9,5
28447,2023-03-22 01:11,Emergency Transfer,5,2
28448,2023-06-12 06:57,Other,3,0
28449,2023-10-27 07:49,Fire,5,6
28450,2023-03-26 02:44,Motor Vehicle Accident,3,10
28451,2023-12-23 04:43,Motor Vehicle Accident,12,6
28452,2023-04-27 17:54,Other,11,14
28453,2023-03-28 23:33,Other,4,8
28454,2023-10-25 08:13,Medical,3,8
28455,2023-01-20 12:53,Motor Vehicle Accident,12,9
28456,2023-01-18 16:02,Other,9,8
28457,2023-02-16 05:37,Motor Vehicle Accident,4,6
28458,2023-09-19 13:30,Motor Vehicle Accident,4,0
28459,2023-06-06 03:08,Medical,1,2
28460,2023-07-27 14:03,Motor Vehicle Accident,14,9
28461,2023-03-27 14:54,Medical,1,8
28462,2023-08-13 21:12,Motor Vehicle Accident,4,8
28463,2023-02-02 21:44,Medical,4,5
28464,2023-04-11 11:48,Medical,5,1
28465,2023-10-22 22:45,Emergency Transfer,4,6
28466,2023-08-15 00:20,Other,3,7
28467,2023-10-30 01:41,Medical,3,2
28468,2023-05-21 12:46,Medical,4,6
28469,2023-07-26 11:26,Other,12,9
28470,2023-07-02 19:45,Medical,5,11
28471,2023-10-28 01:37,Other,1,1
28472,2023-12-29 22:16,Other,3,4
28473,2023-03-11 01:34,Motor Vehicle Accident,1,1
28474,2023-10-27 09:08,Other,11,0
28475,2023-04-04 14:01,Medical,4,6
28476,2023-04-09 22:46,Fire,5,4
28477,2023-02-27 03:35,Medical,5,6
28478,2023-10-26 17:16,Motor Vehicle Accident,5,6
28479,2023-01-31 14:47,Motor Vehicle Accident,1,7
28480,2023-09-13 06:02,Medical,11,2
28481,2023-07-22 10:51,Airport Standby,5,2
28482,2023-12-21 11:16,Motor Vehicle Accident,9,10
28483,2023-09-27 05:25,Airport Standby,4,5
28484,2023-10-20 20:14,Motor Vehicle Accident,1,5
28485,2023-06-16 09:10,Motor Vehicle Accident,3,4
28486,2023-11-30 09:33,Medical,12,5
28487,2023-01-11 09:43,Motor Vehicle Accident,4,3
28488,2023-03-06 04:11,Motor Vehicle Accident,9,3
28489,2023-09-14 23:01,Motor Vehicle Accident,5,7
28490,2023-06-18 16:57,Motor Vehicle Accident,3,5
28491,2023-07-12 15:32,Airport Standby,1,4
28492,2023-10-24 13:37,Medical,9,6
28493,2023-01-18 01:16,Other,5,7
28494,2023-07-22 02:28,Medical,1,2
28495,2023-09-15 23:55,Emergency Transfer,4,2
28496,2023-01-16 11:35,Other,9,3
28497,2023-07-28 14:23,Medical,4,3
28498,2023-04-30 00:42,Medical,13,4
28499,2023-02-03 15:21,Motor Vehicle Accident,1,2
28500,2023-05-23 01:54,Medical,1,6
28501,2023-05-14 04:11,Other,3,7
28502,2023-08-07 14:45,Medical,9,7
28503,2023-07-26 13:36,Motor Vehicle Accident,4,9
28504,2023-05-05 05:02,Other,1,10
28505,2023-03-01 07:08,Other,9,5
28506,2023-11-04 22:16,Motor Vehicle Accident,4,4
28507,2023-06-15 08:43,Motor Vehicle Accident,3,1
28508,2023-10-22 21:07,Medical,4,3
28509,2023-10-09 16:18,Other,4,0
28510,2023-01-26 02:27,Medical,3,1
28511,2023-03-05 03:14,Medical,5,4
28512,2023-09-14 11:44,Other,9,6
28513,2023-04-29 19:35,Medical,4,6
28514,2023-08-16 16:39,Motor Vehicle Accident,4,9
28515,2023-08-31 14:35,Motor Vehicle Accident,5,3
28516,2023-10-30 05:57,Emergency Transfer,12,9
28517,2023-08-23 18:46,Motor Vehicle Accident,4,5
28518,2023-02-09 08:52,Emergency Transfer,3,6
28519,2023-06-04 02:59,Fire,1,11
28520,2023-04-25 08:59,Medical,4,7
28521,2023-05-23 17:35,Medical,5,3
28522,2023-04-19 19:37,Medical,4,5
28523,2023-03-30 04:18,Other,4,2
28524,2023-03-11 08:09,Medical,5,5
28525,2023-02-26 12:07,Medical,5,4
28526,2023-05-24 07:16,Medical,4,9
28527,2023-10-08 19:17,Motor Vehicle Accident,11,6
28528,2023-12-26 10:22,Medical,1,8
28529,2023-11-15 15:03,Motor Vehicle Accident,9,11
28530,2023-06-25 21:53,Medical,9,4
28531,2023-11-14 03:44,Motor Vehicle Accident,5,10
28532,2023-01-20 00:37,Motor Vehicle Accident,11,2
28533,2023-04-29 08:31,Motor Vehicle Accident,3,6
28534,2023-03-29 15:59,Other,1,3
28535,2023-01-23 06:50,Medical,5,5
28536,2023-03-10 07:31,Motor Vehicle Accident,1,5
28537,2023-10-29 20:58,Motor Vehicle Accident,1,1
28538,2023-02-12 07:37,Medical,5,6
28539,2023-08-04 04:52,Fire,5,5
28540,2023-01-01 08:34,Fire,1,7
28541,2023-07-11 05:34,Medical,5,7
28542,2023-09-22 05:59,Other,5,6
28543,2023-04-16 01:54,Motor Vehicle Accident,3,2
28544,2023-10-08 03:30,Other,5,7
28545,2023-06-03 09:56,Other,4,6
28546,2023-05-08 11:26,Emergency Transfer,9,3
28547,2023-03-19 09:52,Motor Vehicle Accident,12,11
28548,2023-02-13 20:34,Medical,5,4
28549,2023-08-26 18:19,Medical,4,7
28550,2023-07-30 19:21,Medical,5,6
28551,2023-11-21 14:02,Motor Vehicle Accident,4,8
28552,2023-12-27 19:34,Motor Vehicle Accident,4,9
28553,2023-09-02 01:10,Other,4,3
28554,2023-02-22 05:58,Medical,9,1
28555,2023-03-07 13:52,Emergency Transfer,3,11
28556,2023-05-07 04:21,Other,9,2
28557,2023-05-06 07:46,Medical,4,8
28558,2023-01-16 10:10,Medical,5,9
28559,2023-10-30 06:59,Fire,5,6
28560,2023-09-23 04:04,Fire,14,6
28561,2023-01-29 20:42,Medical,4,8
28562,2023-03-16 17:35,Medical,4,5
28563,2023-05-15 11:09,Motor Vehicle Accident,4,9
28564,2023-01-09 10:53,Medical,9,8
28565,2023-12-25 01:06,Fire,12,5
28566,2023-03-23 07:35,Fire,3,9
28567,2023-03-15 17:20,Other,12,1
28568,2023-03-30 11:41,Motor Vehicle Accident,3,10
28569,2023-08-24 13:04,Motor Vehicle Accident,5,6
28570,2023-03-26 04:46,Medical,1,7
28571,2023-11-02 12:03,Other,4,4
28572,2023-12-29 16:46,Motor Vehicle Accident,5,7
28573,2023-04-04 09:32,Motor Vehicle Accident,3,6
28574,2023-11-24 17:33,Medical,13,9
28575,2023-04-05 23:33,Motor Vehicle Accident,9,5
28576,2023-03-02 19:12,Medical,12,9
28577,2023-06-08 08:59,Motor Vehicle Accident,3,9
28578,2023-06-20 15:53,Emergency Transfer,4,5
28579,2023-05-12 06:16,Medical,5,11
28580,2023-08-24 01:12,Motor Vehicle Accident,9,4
28581,2023-06-27 11:14,Other,12,12
28582,2023-07-23 19:44,Fire,9,3
28583,2023-07-13 10:37,Motor Vehicle Accident,5,6
28584,2023-10-20 01:18,Other,3,5
28585,2023-10-31 06:09,Motor Vehicle Accident,11,6
28586,2023-07-26 17:05,Medical,1,3
28587,2023-07-15 13:33,Other,3,3
28588,2023-10-10 15:07,Motor Vehicle Accident,5,6
28589,2023-09-29 06:32,Other,4,4
28590,2023-09-04 00:10,Medical,1,10
28591,2023-04-29 08:18,Motor Vehicle Accident,3,3
28592,2023-10-26 14:42,Emergency Transfer,4,2
28593,2023-08-27 08:08,Motor Vehicle Accident,5,6
28594,2023-08-15 17:41,Fire,9,2
28595,2023-11-12 03:39,Motor Vehicle Accident,3,1
28596,2023-12-05 09:58,Other,4,10
28597,2023-11-18 00:39,Medical,4,6
28598,2023-03-18 18:04,Fire,13,6
28599,2023-03-14 16:01,Airport Standby,4,5
28600,2023-12-05 13:35,Medical,4,6
28601,2023-05-18 14:01,Medical,3,8
28602,2023-06-17 09:41,Motor Vehicle Accident,12,10
28603,2023-10-28 00:16,Medical,13,2
28604,2023-02-12 22:00,Other,5,8
28605,2023-09-20 13:10,Medical,4,3
28606,2023-12-18 02:46,Fire,11,4
28607,2023-11-20 14:51,Other,4,2
28608,2023-09-18 07:10,Motor Vehicle Accident,5,1
28609,2023-12-10 23:54,Medical,5,3
28610,2023-06-27 20:31,Other,4,7
28611,2023-11-06 05:22,Medical,11,1
28612,2023-01-28 11:07,Other,4,3
28613,2023-04-17 20:19,Other,9,7
28614,2023-07-23 19:29,Emergency Transfer,4,5
28615,2023-03-20 19:07,Motor Vehicle Accident,5,3
28616,2023-05-31 06:55,Airport Standby,3,13
28617,2023-01-27 08:46,Motor Vehicle Accident,14,6
28618,2023-02-26 05:52,Emergency Transfer,1,5
